timestamp,open,high,low,close,volume,trade_count,vwap,BB_upper,BB_mid,BB_lower,MACD,MACD_signal,RSI,RSI_ema,Volume
2024-08-01 00:00:00+00:00,64588.35,64729.1,64588.35,64727.755,0.000121318,2.0,64648.646989,,,,,,,,0.000121318
2024-08-01 00:15:00+00:00,64643.83,64686.2,64449.02,64565.65,1.140786869,9.0,64526.568772,,,,,,,,1.140786869
2024-08-01 00:30:00+00:00,64527.16,64813.4175,64527.16,64633.185,0.0,0.0,0.0,,,,,,,,0.0
2024-08-01 00:45:00+00:00,64564.4475,64607.25,64357.745,64607.25,0.0,0.0,0.0,,,,,,,,0.0
2024-08-01 01:00:00+00:00,64638.65,64788.485,64540.545,64590.45,0.030125444,1.0,64599.16,,,,,,,,0.030125444
2024-08-01 01:15:00+00:00,64597.1975,64597.1975,64382.235,64521.2685,7.3331e-05,1.0,64440.3,,,,,,,,7.3331e-05
2024-08-01 01:30:00+00:00,64492.7515,64492.7515,64135.575,64376.2,0.001506147,1.0,64250.0,,,,,,,,0.001506147
2024-08-01 01:45:00+00:00,64370.384,64405.4,64193.27,64193.87,0.000907359,1.0,64343.1,,,,,,,,0.000907359
2024-08-01 02:00:00+00:00,64146.834,64187.2555,63911.3,64166.63,0.000233593,2.0,63988.270196,,,,,,,,0.000233593
2024-08-01 02:15:00+00:00,64096.55,64226.95,63899.6485,64044.656,0.009217134,2.0,64004.830826,,,,,,,,0.009217134
2024-08-01 02:30:00+00:00,63979.935,64134.707,63976.45,64010.145,0.059218051,3.0,64058.238484,,,,,,,,0.059218051
2024-08-01 02:45:00+00:00,63941.4195,64091.934,63898.1,64091.934,0.022118844,2.0,64041.133344,,,,,,,,0.022118844
2024-08-01 03:00:00+00:00,64052.6075,64054.362,63829.95,63836.44,0.009869094,1.0,64023.628,,,,,,,,0.009869094
2024-08-01 03:15:00+00:00,63898.33,64005.8375,63750.0,64005.8375,0.001069606,4.0,63846.297942,,,,,,,,0.001069606
2024-08-01 03:30:00+00:00,63959.57,64018.9755,63888.42,63941.48,0.0,0.0,0.0,,,,,,22.38656110269036,,0.0
2024-08-01 03:45:00+00:00,63972.625,64028.5735,63871.651,63919.9875,0.001537328,1.0,63927.1,,,,,,22.028438805227015,,0.001537328
2024-08-01 04:00:00+00:00,63888.65,63987.9515,63885.76,63987.9515,0.0,0.0,0.0,,,,,,26.05671638133817,,0.0
2024-08-01 04:15:00+00:00,63913.2035,63983.02,63804.625,63804.625,0.02293528,2.0,63914.287919,,,,,,22.6564971192772,,0.02293528
2024-08-01 04:30:00+00:00,63781.08,63905.14,63751.61,63751.61,0.0,0.0,0.0,,,,,,21.771711588240915,,0.0
2024-08-01 04:45:00+00:00,63805.506,63805.506,63638.9643920595,63709.6795,0.014167442,4.0,63746.712133,64817.779332498496,64174.33022500002,63530.88111750154,,,21.07083281559928,,0.014167442
2024-08-01 05:00:00+00:00,63646.6143920595,63874.31,63571.59,63874.31,0.023810603,2.0,63657.200355,64734.559045678296,64131.657975000024,63528.75690432175,,,30.527310186949958,,0.023810603
2024-08-01 05:15:00+00:00,63969.635,64152.6445,63928.965,64152.6445,0.004095694,2.0,64001.070568,64680.395298111514,64111.00770000003,63541.62010188855,,,42.968174830284326,,0.004095694
2024-08-01 05:30:00+00:00,64143.18,64249.5365,64093.645,64249.5365,0.001971985,2.0,64146.073038,64613.3946321615,64091.825275000025,63570.25591783855,,,46.55607506872819,,0.001971985
2024-08-01 05:45:00+00:00,64264.84,64322.31,64226.405,64247.433,0.207124084,2.0,64272.402932,64545.480621828814,64073.83442500002,63602.18822817123,,,46.48769958312353,,0.207124084
2024-08-01 06:00:00+00:00,64220.045,64246.47,64176.624,64215.95,0.02344125,1.0,64184.039,64469.48687292603,64055.10942500002,63640.73197707401,,,45.41267251134369,,0.02344125
2024-08-01 06:15:00+00:00,64198.904,64274.5,64077.674,64223.995,0.500092739,2.0,64077.7105,64405.031392340126,64040.245750000024,63675.46010765992,,,45.75785821230181,,0.500092739
